Comentario,Polaridad,Aspectos
la forma en que se usa el extend include y herencia no es de forma correcta y no justifica totalmente las funcionalidades,-1,"forma, extend"
no existen errores de estructura,1,"errores, estructura"
todos los actores involucrados son necesarios para el sistema,1,"actores, sistema"
la sintaxis es correcta los casos no estan completos,0,"sintaxis, casos"
el extend es incoherente los includes son incoherentes la comunicacion es incorrecta y se pierden datos,-1,"extend, includes"
el diagrama de casos de uso contiene islas lo cual no se debe trabajar de esa manera de acuerdo a lo estudiado en el presente ciclo de clases faltan muchas funcionalidades que se han omitido,-1,"diagrama, casos"
los actores son los correctos y estan especificados de manera correcta,1,"actores, correctos"
los casos de uso estan incompletos las funcionalidades estan incompletas por la misma falencia de los casos de uso se omiten muchos casos de uso que son necesarios para el desarrollo completo del software,-1,"casos, uso"
no se utiliza de manera correcta el uso de include extend y herencia segun lo que se especifica en los requerimientos,-1,"manera, uso"
la estructura del diagrama de caso de uso es la correcta,1,"estructura, diagrama"
hay una actor innecesario en el diagrama,-1,"actor, diagrama"
la funcionalidad no tiene coherencia no tiene numeracion los casos de usos faltan casos de usos,-1,"funcionalidad, coherencia"
algunos extend e include estan demas,0,extend
la estructura es correcta contiene todo lo requerido,1,estructura
los actores son los correctos,1,actores
la sintaxis es la correcta la funcionalidad escrita es correcta,1,"sintaxis, funcionalidad"
la utilizacion de include esta de forma correcta la utilizacion de extends esta de forma correcta,1,"forma, forma"
los casos de uso describen la funcionalidad del sistema lo que se pretende hacer pero no hay retroalimentacion de datos entre casos de uso o registros pendientes,0,"casos, uso"
los actores se encuentran bien definidos pero no ordenados correctamente,0,actores
hay casos de uso muy generales y no relacionan las funciones que deberia hacer el sistema solo esta de forma general,-1,"casos, uso"
no hace uso de la agregacion del medico al especialista unicamente asignan lo que hace cada actor mas no el registro o consulta de los datos,-1,"uso, medico"
la estructura es correcta se relacionan los caso de uso con los actores,1,"estructura, caso"
los actores son necesarios en el sistema,1,"actores, sistema"
la sintaxis es la correcta la funcionalidad escrita es correcta,1,"sintaxis, funcionalidad"
aplica include y extend pero no herencia,0,extend
existen islas y los actores no estan relacionados de manera correcta con lo casos de usos no justifican de donde salen,-1,"islas, actores"
cumple con la cantidad de actores necesarios,1,"cantidad, actores"
la sintaxis es adecuada pero hacen falta casos de usos necesarios que interactuan con los actores,0,"sintaxis, falta"
el uso de herencia es correcto pero hay casos de usos que no se deben heredar el uso de extend no es el adecuado,0,"uso, herencia"
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,1,"estructura, actores"
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,1,"actores, sistema"
la funcionalidad esta representada correctamente y todos los casos estan enumerados y estan descritos con verbo infinitivo  objeto pero la enumeracion se siente un poco fuera de lugar en los extends donde en lugar de ser la enumeracion siguiente de su include es  enumeraciones siguientes de su include,0,"funcionalidad, casos"
se utilizan correctamente todos los include y extends no se incluye herencia porque el sistema no llama a la necesidad de utilizarla,0,"herencia, sistema"
la estructura que esta mostrando esta correcta pero tiene algunos casos de uso mal direccionados,0,"estructura, correcta"
si cuentan con los actores respectivos de los que se brindan en la informacion para realizar el diagrama de caso de uso,1,"actores, diagrama"
existen algunos casos de usos mal direccionados y falta numeracion,-1,"casos, usos"
algunos extends que no deberian estar en la direccion que la han puesto le falta un poco mas de orden,-1,"extends, direccion"
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,1,"estructura, actores"
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,1,"actores, sistema"
la funcionalidad esta representada correctamente y todos los casos estan descritos con verbo infinitivo  objeto pero no se incluye numeracion,0,"funcionalidad, casos"
se utilizan correctamente todos los include y extends incluye herencia y esta bien implementada,1,herencia
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,1,"estructura, actores"
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,1,"actores, sistema"
la funcionalidad esta representada correctamente y todos los casos estan enumerados y estan descritos con verbo infinitivo  objeto,1,"funcionalidad, casos"
se utilizan correctamente todos los include y extends la herencia esta bien implementada de empleado a gerente,1,"herencia, gerente"
la estructura del diagrama de casos de uso presenta de manera correcta a los actores pero falto mejorar la relacion entre ciertos casos de uso,0,"estructura, diagrama"
cada actor involucrado en el diagrama de caso de uso se encuentra bien especificado,1,"actor, diagrama"
falta mejorar la funcionalidad de ciertos casos de uso si presenta una correcta sintaxis,0,"funcionalidad, casos"
varios include y extends no presenta una correcta justificacion,-1,
la estructura presentada es adecuada la relacion entre los actores y los casos de uso no es la correcta la asociacion entre actores y casos de uso va sin flechas,0,"estructura, relacion"
los actores descritos en el diagrama de casos de uso son los adecuados y necesarios para el sistema,1,"actores, diagrama"
la funcionalidad descrita no es correcta algunos casos de uso no estan completos el diagrama de casos de uso presenta muchas islas,-1,"funcionalidad, casos"
la comunicacion entre actores y casos de uso no es la adecuada la herencia aplicada entre cliente y empleado no es correcta el tipo de flecha utilizada en la herencia no es correcta,-1,"comunicacion, actores"
el diseno o estructura no esta realizada correctamente ya que presenta islas en el actor gerente,-1,"diseno, estructura"
los actores estan especificados y son necesarios en el sistema,1,"actores, sistema"
la funcionalidad se ve afectada en base al diseno ya que no es correcto pero tiene la sintaxis correcta,0,"funcionalidad, base"
se observa correcta aplicacion de include en el diagrama,1,diagrama
todos los actores de encuentran involucrados no quedan casos de usos islas su estructura esta correcta los casos de usos se relacionan con sus actores,1,"actores, casos"
los actores involucrados son los correctos son las personas involucradas a utilizar el sistema,1,"actores, correctos"
la funcionalidad tiene poco errores se encuentra bastante funcional y con lo respecta a la sintaxis todos los caso de usos descritos tienen el verbo en infinitivo mas objeto,1,"funcionalidad, errores"
en el diagrama de caso de uso solo existe un extends por lo que considero que falta uno o dos casos de uso que mande a imprimir por ejemplo mande a imprimir el contrato generado para el cliente firme fisicamente los includes los considero correctamente aplicados y las herencias me parecen correctas ya que el gerente hereda las funciones de un empleado pero no viceversa,0,"diagrama, caso"
el diseno esta bastante adecuado esta bien estructurado pero podria organizarlo de una forma mas clara y ordenada respecto a los casos de uso,0,"diseno, forma"
si estan los actores que se necesitan en el sistema cumple con herencias  estan bien especificados,1,"actores, sistema"
todos los casos de usos estan completos si tienen numeracion y tienen una sintaxis adecuada,1,"casos, usos"
la comunicacion esta bastante adecuada y utiliza herencia de forma correcta,1,"comunicacion, herencia"
la estructura del diseno  es correcta porque contiene los  actores involucrados y se encuentran correctamente relacionados entre si asi como todos los casos de usos,1,"estructura, diseno"
